product_id,product_name,brand_name,category_id,color,unit_price,size,product_description
1UK3UN2GK82,Heating Pad,PetPals,40567698-1,Black,89.31,Free,
4JJ7XT7EK30,Dog Frisbee,PetPals,40567698-1,Blue,51.65,Free,
5AF5CC8HR08,Automatic Fish Feeder,PetPals,40567698-1,Black,43.24,Free,
8N48K13NH81,Puppy Training Pads,PetPals,40567698-1,White,10.24,Free,
2GX7HN1HG81,Doggy Life Jacket,PetPals,40567698-1,Orange,43.59,Free,
4WT0JA1JN41,Doggy Toothbrush,PetPals,40567698-1,White,85.79,Free,
5PH5K94JA13,Plush Pet Bed,PetPals,40567698-1,Brown,42.48,Free,
8H24M84WA59,Catnip Mouse Toy,PetPals,40567698-1,Gray,36.49,Free,
9C71A69AA07,Cozy Cave Bed,PetPals,40567698-1,Black,9.38,Free,
5AV0DH9XJ39,Self-Cleaning Cat Litter Box,PetPals,40567698-1,Gray,83.53,Free,
8E74CG9XX00,Scratch Resistant Cat Scratcher,PetPals,40567698-1,Brown,24.9,Free,
5HH2QP4DH58,Bird Cage Cover,PetPals,40567698-1,Blue,79.94,Free,
1QV1FJ6KQ49,Reflective Cat Harness,PawsomeGoods,40567698-1,Yellow,38.06,Free,
5YU0DU0DG95,Cat Grass Planter,PawsomeGoods,40567698-1,Green,8.83,Free,
3N91GT6GH64,Cat Tunnel,PawsomeGoods,40567698-1,Black,71.67,Free,
7X00NK1EW03,Bird Nesting Material,PawsomeGoods,40567698-1,Black,55.08,Free,
9YT2TY0MJ74,Cat Scratching Pad,PawsomeGoods,40567698-1,Brown,19.53,Free,
8E96XM6QX97,Bird Feeder,PawsomeGoods,40567698-1,Green,49.59,Free,
9D20FR8HG96,Bird Swing Perch,PawsomeGoods,40567698-1,Black,102.75,Free,
8CW6P39VR79,Bird Bath,PawsomeGoods,40567698-1,Blue,108.38,Free,
6DC7F66VA36,Parrot Toy,PawsomeGoods,40567698-1,Rainbow,69.73,Free,
8FY4T40XE77,Bird Perch,PawsomeGoods,40567698-1,Brown,67.53,Free,
7FJ8UT4WU86,Birdcage Liner,PawsomeGoods,40567698-1,White,94.47,Free,
4QR7MM5ME25,Bird Seed Feeder,HappyPets,40567698-1,Yellow,70.61,Free,
3V73F74WY71,Bird Treat Stick,HappyPets,40567698-1,Orange,31.31,Free,
9GC1HC8TF44,Disposable Litter Box,HappyPets,40567698-1,Gray,11.87,Free,
7N88VQ4UE55,Portable Pet Carrier,HappyPets,40567698-1,Blue,36.73,Free,
9JN8TA8RT22,Fish Tank Decoration,HappyPets,40567698-1,Pink,13.34,Free,
8C90K10FC31,Hamster Wheel,HappyPets,40567698-1,Pink,108.58,Free,
8VX3U15WG21,Rabbit Hutch,HappyPets,40567698-1,Black,11.68,Free,
3J43K35JJ94,Guinea Pig Hay Rack,HappyPets,40567698-1,Green,97.36,Free,
8WY1M76GX03,Rabbit Water Bottle,HappyPets,40567698-1,Blue,79.45,Free,
4PE4FN8YX28,Small Animal Bedding,HappyPets,40567698-1,Black,107.2,Free,
7K66QN6UM23,Rabbit Hideout,HappyPets,40567698-1,Brown,58.84,Free,
8Y34X61JM56,Floral Sundress, Bella Donna,58855308-1,White,86.88,L,
4PY5J31XT77,High-Waisted Jeans, Athena Apparel,58855308-1,Gray,76.96,S,
2JJ3X65CP47,Lace Bralette, Urban Chic,58855308-1,Pink,50.54,S,
3TP6EC4EW69,Denim Jacket, Vogue Couture,58855308-1,Blue,79.69,M,
8A98K50UJ06,Ankle Boots, Trendsetter Threads,58855308-1,Black,44.33,S,
9FV9C21YU46,Maxi Skirt, Urban Chic,58855308-1,Brown,20.36,L,
1H07DF7PP71,Striped T-shirt, Vogue Couture,58855308-1,Brown,12.73,L,
5D72V31EC25,Leather Jacket, Sophisticated Sisters,58855308-1,Blue,24.12,M,
8YF1EK1RK52,Boho Blouse, Trendsetter Threads,58855308-1,White,51.47,L,
6FV4U47WK44,Ripped Skinny Jeans, Athena Apparel,58855308-1,Black,42.44,XL,
6N84H90ND01,Knit Sweater, Trendsetter Threads,58855308-1,Pink,20.42,S,
5JY2TX8EV42,Midi Dress, Vogue Couture,58855308-1,Black,107.94,M,
6K49P59MK21,Platform Sandals, Elite Ensemble,58855308-1,Gray,0.37,L,
9YQ9VH3WG32,Wrap Top, Urban Chic,58855308-1,Gray,104.98,M,
1F11VK4RQ38,Wide-Leg Pants, Trendsetter Threads,58855308-1,Gray,26.58,M,
3NA8CJ2YW32,Off-Shoulder Blouse, Vogue Couture,58855308-1,Green,50.94,S,
9Q32MF1XX29,Bodycon Dress, Athena Apparel,58855308-1,Black,30.49,M,
1EW2R65AA04,Knee-High Boots, Sophisticated Sisters,58855308-1,Black,52.65,M,
4PF4M84CR49,Floral Kimono, Bella Donna,58855308-1,Black,45.71,M,
8E10H36WY40,Crop Top, Urban Chic,58855308-1,Black,45.64,L,
4HJ3X94AM40,Palazzo Pants, Bella Donna,58855308-1,Pink,16.69,S,
3N18AE8GM92,Peasant Blouse, Vogue Couture,58855308-1,White,50.52,S,
7G13MC0JY01,Tailored Blazer, Athena Apparel,58855308-1,Blue,10.05,M,
9W39A33FC48,Pleated Skirt, Elite Ensemble,58855308-1,Beige,96.83,L,
2W38N89QH13,Tank Top, Trendsetter Threads,58855308-1,Blue,155.55,XL,
6J19YT9QH69,Pencil Skirt, Athena Apparel,58855308-1,Black,139.27,M,
7W32QJ2AM21,Camisole, Trendsetter Threads,58855308-1,Gray,7.58,S,
9A25G34VY97,Utility Jumpsuit, Elite Ensemble,58855308-1,Black,26.39,M,
1EK3HG2VD35,Faux Fur Coat, Vogue Couture,58855308-1,White,11.29,S,
3R34GN4JE61,Fringe Jacket, Bella Donna,58855308-1,Green,27.7,M,
3MK4G07CW27,Cardigan Sweater, Urban Chic,58855308-1,Gray,38.39,L,
4MF3GY4HF03,Linen Shorts, Sophisticated Sisters,58855308-1,Brown,33.61,M,
3AV2MM2YU60,Slip Dress, Athena Apparel,58855308-1,Gray,22.87,L,
2V33U42HF67,Combat Boots, Vogue Couture,58855308-1,Blue,74.75,M,
7K27P15UC40,Graphic Tee, Trendsetter Threads,58855308-1,Pink,22.7,S,
8KC0MY4AH53,Bomber Jacket, Bella Donna,58855308-1,Black,135.27,L,
5Y11H22GT85,Sheath Dress, Athena Apparel,58855308-1,White,66.6,M,
1WT6JM1KW72,Ankle Booties, Urban Chic,58855308-1,Green,32.14,L,
7G60FX2MV20,Polka Dot Blouse, Elite Ensemble,58855308-1,Blue,102.6,M,
2W94Q34PM68,Cargo Pants, Sophisticated Sisters,58855308-1,Brown,64.54,M,
1WD1DH2NX87,Trench Coat, Vogue Couture,58855308-1,White,159.54,S,
9HH2FC0KK72,High-Low Dress, Urban Chic,58855308-1,Green,133.51,M,
6N40G90TU39,Espadrille Wedges, Elite Ensemble,58855308-1,White,157.16,L,
4W28GN6RM58,Turtleneck Sweater, Trendsetter Threads,58855308-1,Coral,78.3,M,
3F25KA6UD17,Culotte Pants, Athena Apparel,58855308-1,Coral,38.98,M,
6TW3HH8UW98,Halter Top, Bella Donna,58855308-1,White,61.4,XL,
8CK2DT5UD73,Denim Shorts, Urban Chic,58855308-1,Blue,98.31,M,
8T80HX9QV46,Wrap Dress, Athena Apparel,58855308-1,Black,98.57,S,
8DG2KN2RN08,Riding Boots, Sophisticated Sisters,58855308-1,Blue,50.54,M,
2N28RR7CJ20,Velvet Blazer, Vogue Couture,58855308-1,Blue,70.58,M,
2P94D65RP31,Shirtdress, Trendsetter Threads,58855308-1,Brown,62.21,S,
7M60C98JA32,Chelsea Boots, Athena Apparel,58855308-1,Black,34.77,L,
3HR9T87HN01,Sequin Top, Vogue Couture,58855308-1,White,100.56,M,
1WK4U99MM89,Linen Jumpsuit, Elite Ensemble,58855308-1,Black,25.64,S,
8VX9H85YM39,Kimono Cardigan, Trendsetter Threads,58855308-1,Gold,93.05,M,
2DE8UW5MJ89,Bell Sleeve Blouse, Urban Chic,58855308-1,Gold,10.09,M,
8JM4FP4MX45,A-line Skirt, Bella Donna,58855308-1,Gray,38.67,S,
6M02Q23RX95,Sleeveless Blazer, Vogue Couture,58855308-1,Gray,24.17,M,
5W89AE4RK75,Midi Skirt, Athena Apparel,58855308-1,Black,29.05,M,
1E20X34PA01,Oversized Sweater, Trendsetter Threads,58855308-1,Camel,14.75,L,
3R78PY1RY31,Wide-Brim Hat, Bella Donna,58855308-1,White,42.87,S,
5T68Q44QJ98,Boyfriend Jeans, Urban Chic,58855308-1,Gray,36.43,M,
3YV9FX0YM37,Peplum Top, Athena Apparel,58855308-1,Pink,23.87,S,
7W49NY4MP85,Leather Leggings, Vogue Couture,58855308-1,Blue,23.47,XL,
9JF1GA2NT90,Slip-On Sneakers, Elite Ensemble,58855308-1,Black,29.01,XL,
8D92XW8DF07,Utility Jacket, Trendsetter Threads,58855308-1,Brown,28.98,XL,
9MA6RN1XU16,Flannel Shirt, Sophisticated Sisters,58855308-1,Brown,9.93,M,
4KF2XX1GT05,Cropped Hoodie, Bella Donna,58855308-1,Blue,52.57,XL,
1UT3Y71RG72,Frayed Hem Jeans, Urban Chic,58855308-1,White,66.32,M,
9XT5R51AV31,Maxi Cardigan, Athena Apparel,58855308-1,Black,51.8,M,
4DH3X44RG60,Lace Cami, Vogue Couture,58855308-1,Pink,30.45,S,
7FM1TY2WW43,Paperbag Waist Pants, Trendsetter Threads,58855308-1,Black,52.47,XL,
2N47J48KG78,Wrap Sweater, Bella Donna,58855308-1,Gray,39.66,XL,
4VV2QF4QF87,Embroidered Blouse, Urban Chic,58855308-1,Gray,13.61,XL,
7Y92KU2TP05,Cargo Skirt, Vogue Couture,58855308-1,Gray,36.59,M,
9NY9U19DU27,Faux Leather Pants, Athena Apparel,58855308-1,Green,33.11,S,
4WE9DV6GK07,Cape Coat, Elite Ensemble,58855308-1,Black,35.64,XS,
5AR0UM6CP81,Tunic Dress, Trendsetter Threads,58855308-1,Black,29.39,M,
7H59YW3UQ28,Suede Skirt, Bella Donna,58855308-1,Black,79.84,XL,
1K14TY2GE14,Fishnet Tights, Vogue Couture,58855308-1,Black,2.96,L,
3HX0PP7GX49,Strappy Sandals, Athena Apparel,58855308-1,Pink,105.73,M,
5CQ1KE2YU33,Oversized Shirt, Urban Chic,58855308-1,White,69.05,M,
3R45T77QQ75,Pleather Jacket, Trendsetter Threads,58855308-1,Blue,127.03,XL,
4R40D92HK27,Crochet Top, Elite Ensemble,58855308-1,Beige,21.74,XS,
6PQ0K75PP44,Paperbag Shorts, Bella Donna,58855308-1,Blue,161.89,XS,
3GR7K88MQ97,Bell Bottom Jeans, Vogue Couture,58855308-1,Black,30.73,2XL,
5U52EK3YU02,Kimono Dress, Athena Apparel,58855308-1,Gray,30.77,XS,
3HW3RY4UY11,Sheer Blouse, Trendsetter Threads,58855308-1,Black,54.06,L,
5PD3DD3YD39,Tweed Jacket, Urban Chic,58855308-1,White,33.47,XL,
5QR7CG8GC57,Plaid Scarf, Vogue Couture,58855308-1,Green,19.94,M,
8D39MP4NV93,Cutout Dress, Sophisticated Sisters,58855308-1,Gray,18.5,XL,
8AT0WD1CV64,Puffer Vest, Bella Donna,58855308-1,Brown,45.78,S,
7MU5HN8MJ83,Bustier Top, Athena Apparel,58855308-1,Gray,45.77,L,
4EP2VT1VE52,Linen Blazer, Trendsetter Threads,58855308-1,Blue,48.63,M,
6JF7KC0ME02,Belted Trench Coat, Urban Chic,58855308-1,Pink,12.73,M,
8V40U12UK39,Lace Midi Skirt, Elite Ensemble,58855308-1,Black,23.1,XS,
2RV9CN0YC25,Peasant Dress, Vogue Couture,58855308-1,White,10.96,S,
7WA4RJ0NC67,Cap Sleeve Blouse, Athena Apparel,58855308-1,Green,108.67,XL,
7TY5JN6EP00,Denim Pinafore Dress, Bella Donna,58855308-1,Blue,62.24,XL,
9PH6HJ5YF42,Velvet Wrap Top, Urban Chic,58855308-1,Brown,0.05,L,
6N52XT3EH05,Cargo Jacket, Trendsetter Threads,58855308-1,White,124.77,S,
7AH5D87WF22,Ruffle Hem Skirt, Vogue Couture,58855308-1,Green,8.71,XL,
9EG6H32AK72,Off-The-Shoulder Dress, Sophisticated Sisters,58855308-1,White,162.77,XL,
8TK5J17YT10,Utility Skirt, Elite Ensemble,58855308-1,Coral,123.1,XS,
4NV2ND4QK96,Mock Neck Top, Bella Donna,58855308-1,Coral,164.56,L,
4F65YX4GD72,Gingham Dress, Athena Apparel,58855308-1,White,8.19,3XL,
3KP8WN9PC18,Cable Knit Sweater, Trendsetter Threads,58855308-1,Blue,107.26,XL,
8T60Q83YJ71,Belted Wide-Leg Pants, Urban Chic,58855308-1,Black,11.25,XL,
3N81C41JA02,Tassel Earrings, Vogue Couture,58855308-1,Blue,68.61,S,
6F96NR4QY05,Cropped Wide-Leg Jeans, Elite Ensemble,58855308-1,Blue,159.16,M,
2TK6VE9RH88,Kimono Robe, Bella Donna,58855308-1,Brown,165.71,L,
2M07RJ0XF27,Button-Front Skirt, Athena Apparel,58855308-1,Black,94.34,L,
9EW8G06MH98,Flare Sleeve Blouse, Vogue Couture,58855308-1,White,29.86,L,
2DA3XW4HY25,Faux Wrap Dress, Trendsetter Threads,58855308-1,Black,53.28,S,
3TQ9HQ1RF11,Embellished Jeans, Urban Chic,58855308-1,Gold,76.68,XS,
3E62CP6XT50,Ruched Bodycon Dress, Sophisticated Sisters,58855308-1,Gold,24.77,XL,
1X13R80KQ42,Striped Maxi Dress, Athena Apparel,58855308-1,Gray,149.08,L,
5HU4HW2JM72,Lace Trim Camisole, Vogue Couture,58855308-1,Gray,17.64,M,
9YR6EG7NC11,Jacquard Blazer, Elite Ensemble,58855308-1,Black,91.75,S,
8QJ4VQ1QG24,V-Neck Jumpsuit, Trendsetter Threads,58855308-1,White,13.78,L,
8TQ7P39MT97,Plaid Mini Skirt, Bella Donna,58855308-1,White,43.44,2XL,
2Q28TC8FT46,Faux Suede Jacket, Urban Chic,58855308-1,White,37.34,S,
6HK7F55VM63,Sheer Maxi Skirt, Athena Apparel,58855308-1,Blue,38.73,3XL,
7T90KG3ED20,Ruffle Sleeve Top, Vogue Couture,58855308-1,Black,39.23,S,
9V31PP3AF18,Floral Print Romper, Urban Chic,58855308-1,Blue,26.46,M,
5U01FW4VA70,Floral Maxi Dress, Trendsetter Threads,58855308-1,Blue,17.89,XS,
6EE8M41QM49,Striped Crop Top, Urban Chic,58855308-1,Brown,30.5,M,
9E41W74VR45,Denim Skirt, Elite Ensemble,58855308-1,Black,33.73,XL,
9P79Y02NY30,Lace Blouse, Vogue Couture,58855308-1,White,11.31,L,
9WD3W08JN83,Ruffled Sundress, Athena Apparel,58855308-1,Black,27.61,M,
1KX3HJ0KH41,Linen Jumpsuit, Bella Donna,58855308-1,Gold,44.08,M,
4RR3UE7UR88,Boho Kimono, Urban Chic,58855308-1,Gold,32,3XL,
3D26PE2RA32,Off-Shoulder Romper, Trendsetter Threads,58855308-1,Gray,47.13,L,
3PD6PH5KN24,Pleated Midi Skirt, Vogue Couture,58855308-1,Gray,28.89,XL,
3Y96T56ME51,Embroidered Tunic, Sophisticated Sisters,58855308-1,Black,15.71,M,
8K30VM2YG53,Polka Dot Blouse, Elite Ensemble,58855308-1,Camel,43.28,XL,
3R41W88TR95,Velvet Wrap Dress, Bella Donna,58855308-1,Black,33.94,S,
6FR0E75YE74,Crochet Halter Top, Athena Apparel,58855308-1,Camel,82.83,L,
5CY7M41EK82,Satin Slip Dress, Trendsetter Threads,58855308-1,White,132.24,M,
2RA9PQ8YJ28,Tulle Ballerina Skirt, Urban Chic,58855308-1,Gray,96,3XL,
4J69DF4KW80,Sequin Camisole, Vogue Couture,58855308-1,Pink,141.4,XS,
7ME4FQ7DX53,Utility Jumpsuit, Elite Ensemble,58855308-1,Blue,6.83,S,
2VV7XG4JD91,Tie-Dye Maxi Dress, Athena Apparel,58855308-1,Black,28.9,XL,
2TJ3M64NW79,Cropped Cardigan, Vogue Couture,58855308-1,Brown,30.15,XL,
7GT5P93QU02,Chiffon Wrap Blouse, Elite Ensemble,58855308-1,Brown,40.15,L,
6VY4KV7WN57,Tiered Ruffle Dress, Trendsetter Threads,58855308-1,Blue,54.81,S,
3T51WE8RV59,Floral Print Kimono, Bella Donna,58855308-1,White,39.78,XL,
1KJ7GK7RR82,Ribbed Knit Sweater, Urban Chic,58855308-1,Black,34.78,XL,
4J88RD5MQ97,Plaid Mini Skirt, Trendsetter Threads,58855308-1,Pink,41.37,XL,
6G52XT3GV96,Wrap Front Bodysuit, Bella Donna,58855308-1,Black,44.45,2XL,
7Y38DV2DD37,Embellished Denim Jacket, Urban Chic,58855308-1,Gray,34.41,S,
2CQ8KU6VJ74,Sheer Mesh Top, Urban Chic,58855308-1,Gray,39.54,M,
8YX7UX3AK88,Paperbag Waist Pants, Trendsetter Threads,58855308-1,Gray,28.97,L,
2KG2F91WR57,Embroidered Peasant Blouse, Bella Donna,58855308-1,Green,21.98,L,
8RR6G29PQ34,Faux Leather Leggings, Bella Donna,58855308-1,Black,33.26,L,
3AX1X29TP50,Crew Neck T-shirt,Vogue Couture,58855308-2,Black,17.82,XS,
6RN1HH3YG41,Slim Fit Jeans,Trendsetter Threads,58855308-2,Black,20.51,XL,
8N99CC0TJ53,Button-down Shirt,Stalwart Styles,58855308-2,Black,32.94,3XL,
3CP4NP5PE43,Chino Shorts,Urban Chic,58855308-2,Pink,20.09,XS,
2HE6WM1UJ12,Polo Shirt,Gentleman's Attire,58855308-2,White,20.12,XS,
2D38JA4DJ58,Cargo Pants,Stalwart Styles,58855308-2,Blue,72.6,2XL,
9K98ER7CT67,Hooded Sweatshirt,Trendsetter Threads,58855308-2,Beige,16.89,XS,
7AU5MK2ED97,Bomber Jacket,Gentleman's Attire,58855308-2,Blue,14.36,2XL,
3U65M18MF74,Graphic Tee,Urban Chic,58855308-2,Black,29.43,S,
6JA8KA1DH33,Denim Jacket,Vogue Couture,58855308-2,Gray,40.64,M,
8PM1YG5AT44,Plaid Flannel Shirt,Stalwart Styles,58855308-2,Black,19.01,3XL,
2KD9EM9VW10,Puffer Vest,Urban Chic,58855308-2,White,37.74,2XL,
2TM6HG5AA99,Track Pants,Trendsetter Threads,58855308-2,Green,23.47,XS,
6NA0H82JK22,V-neck Sweater,Vogue Couture,58855308-2,Gray,45.11,XS,
3VV2N61QQ93,Baseball Cap,Trendsetter Threads,58855308-2,Brown,27.98,2XL,
8WD2KN6XG72,Blazer Jacket,Stalwart Styles,58855308-2,Gray,55.27,L,
4VA3KE8TK23,Leather Belt,Urban Chic,58855308-2,Blue,14.36,2XL,
4WF0MU0DU65,Cargo Shorts,Gentleman's Attire,58855308-2,Pink,30.86,M,
9C14F39JK70,Henley Shirt,Trendsetter Threads,58855308-2,Black,15.07,XS,
9C23G16VN81,Quilted Jacket,Urban Chic,58855308-2,White,46.82,XL,
1EM0JG5FQ43,Jogger Pants,Gentleman's Attire,58855308-2,Green,55.09,M,
7YY4QK9QD64,Oxford Shoes,Stalwart Styles,58855308-2,Blue,10.09,2XL,
1WU2X43WQ02,Suit Vest,Vogue Couture,58855308-2,Brown,26.43,XL,
4CV3PF3AE33,Rugby Polo,Urban Chic,58855308-2,White,49.75,S,
2K54YF3QA01,Camouflage Pants,Trendsetter Threads,58855308-2,Green,37.34,XL,
5AY1UU7VR85,Windbreaker Jacket,Gentleman's Attire,58855308-2,White,28.12,XL,
9N04AM5DF62,Pullover Hoodie,Stalwart Styles,58855308-2,Coral,26.29,M,
2T90VF0KG67,Cargo Vest,Vogue Couture,58855308-2,Coral,45.77,L,
3P56VA9PV46,Graphic Hoodie,Urban Chic,58855308-2,White,43.58,M,
6AG9R95EU78,Linen Shirt,Trendsetter Threads,58855308-2,Blue,22.99,2XL,
7MH7EK5AX15,Board Shorts,Gentleman's Attire,58855308-2,Black,26.82,M,
1UX6QQ0MD66,Harrington Jacket,Vogue Couture,58855308-2,Blue,28.45,XL,
3PR5RF6QC83,Muscle Tank Top,Stalwart Styles,58855308-2,Blue,23.15,3XL,
2E76FW6YE98,Slim Fit Chinos,Urban Chic,58855308-2,Brown,14.48,S,
5WY1G98FX63,Field Jacket,Trendsetter Threads,58855308-2,Black,151.07,S,
8U71WW8JE82,Rugby Shirt,Vogue Couture,58855308-2,Brown,164.78,XL,
9FG9E92QY14,Athletic Shorts,Stalwart Styles,58855308-2,White,144.14,XS,
7YW0Q82XM49,Fisherman Sweater,Trendsetter Threads,58855308-2,Green,36.94,XS,
3K83WG9RR83,Suede Loafers,Gentleman's Attire,58855308-2,White,62.51,XS,
3P09RD2MA20,Denim Shorts,Urban Chic,58855308-2,Coral,20.99,S,
9AW0X47AK59,Corduroy Pants,Vogue Couture,58855308-2,Coral,52.3,XS,
4DW9GQ5UJ22,Motorcycle Jacket,Trendsetter Threads,58855308-2,White,13.21,XL,
4JJ9JP2UW45,Camp Shirt,Stalwart Styles,58855308-2,Blue,34.17,L,
8J89FN7UP81,Pajama Pants,Urban Chic,58855308-2,Black,43.01,XS,
8DF2AN1QN30,Shawl Collar Cardigan,Gentleman's Attire,58855308-2,Blue,11.71,2XL,
9X13MA6AP12,Ski Jacket,Trendsetter Threads,58855308-2,Blue,28.96,2XL,
8W55ME1UD49,Athletic Pants,Stalwart Styles,58855308-2,Brown,52.27,S,
9MV6A47HR75,Basketball Shorts,Vogue Couture,58855308-2,Black,44.23,2XL,
8E78QJ1EX29,Trucker Jacket,Urban Chic,58855308-2,White,19.01,M,
7JJ7UD4TV20,Hiking Boots,Trendsetter Threads,58855308-2,Black,12.38,S,
9AG5RJ4GY33,Performance Polo,Gentleman's Attire,58855308-2,Gold,24.46,3XL,
6MT0UY8TQ82,Cargo Joggers,Vogue Couture,58855308-2,Gold,8.83,2XL,
1AW7Y88EH18,Rugby Shorts,Stalwart Styles,58855308-2,Gray,31.69,3XL,
8JU1V82VT90,Waffle Knit Henley,Trendsetter Threads,58855308-2,Gray,24.4,2XL,
7VJ6XJ2YF36,Fishing Shirt,Urban Chic,58855308-2,Black,40.74,L,
7KX6ER7YK87,Wool Peacoat,Gentleman's Attire,58855308-2,White,23.53,S,
8N81HJ4UV81,Running Shorts,Urban Chic,58855308-2,White,18.99,2XL,
9YG9C07CV47,Muscle Tank,Trendsetter Threads,58855308-2,White,117.04,XL,
5XE2CF3NM24,Cargo Sweatpants,Vogue Couture,58855308-2,Blue,34.71,M,
5CW2Q80YT56,Motorcycle Boots,Gentleman's Attire,58855308-2,Black,24.56,2XL,
6GH6RN6NU44,Bomber Sweatshirt,Stalwart Styles,58855308-2,Blue,40.6,3XL,
8DJ2RX7WT05,Pleated Dress Pants,Urban Chic,58855308-2,Blue,13.23,L,
7A42Q03MN20,Training Shorts,Vogue Couture,58855308-2,Brown,21.61,M,
8JE9N50AG80,Canvas Sneakers,Stalwart Styles,58855308-2,Black,51.46,XL,
1KE3VY3YG33,Corduroy Jacket,Trendsetter Threads,58855308-2,White,31.21,M,
6RK8QH5GJ00,Cargo Jogger Shorts,Gentleman's Attire,58855308-2,Black,15.53,S,
7N14RF7VM01,Mock Neck Sweater,Urban Chic,58855308-2,Gold,154.37,XS,
6RJ5C67JN83,Ski Pants,Trendsetter Threads,58855308-2,Gold,93.62,XL,
1DC6MQ6EE31,Fleece Zip-up Jacket,Stalwart Styles,58855308-2,Gray,46.58,3XL,
5V18C87EX96,Beach Shorts,Vogue Couture,58855308-2,Gray,27.18,3XL,
8Y18HN2FX67,Rugby Sweater,Gentleman's Attire,58855308-2,Black,25.05,XS,
4QJ0JG4KR87,Linen Blazer,Urban Chic,58855308-2,Camel,32.89,XS,
6NF6T09NQ34,Jogger Shorts,Trendsetter Threads,58855308-2,Black,30.42,M,
6JN2HM8YH08,Ski Gloves,Stalwart Styles,58855308-2,Camel,17.58,2XL,
5R78WD1WH65,Polo Sweater,Vogue Couture,58855308-2,White,29.55,XS,
3GX3EX4NF67,Smart TV , TechElite,70527008-1, Black,3033.24,Default,
1P68F92ED83,Wireless Headphones , TechElite,70527008-1, Gray,3379.56,Default,
8F21FW6HR22,Fitness Tracker , TechElite,70527008-1, Black,374.62,Default,
6TE1AA3TC56,Robot Vacuum , TechElite,70527008-1, White,1759.11,Default,
2X14GE5JE78,Digital Camera , TechElite,70527008-1, Black,899.73,Default,
3QM2QJ2PD04,Laptop Computer , TechElite,70527008-1, Silver,3970.68,Default,
6RF5GV2JF09,Smartwatch , TechElite,70527008-1, Black,3270.51,Default,
4N54NK1AP14,Drone , TechElite,70527008-1, Gray,3109.14,Default,
2T46E72UT34,Portable Charger , TechElite,70527008-1, Black,2853.2,Default,
8CU1RU6NP44,E-Reader, TechElite,70527008-1, White,1107.83,Default,
5CX6FJ6QV35,Action Camera , TechElite,70527008-1, Gray,3463.39,Default,
3J07HV4HJ69,Tablet Device , TechElite,70527008-1, Black,1889.64,Default,
9MV7Y04QY27,Smart Thermostat , TechElite,70527008-1, White,3458.64,Default,
1NM6FP0AM41,Smart Light Bulb , TechElite,70527008-1, White,4598.14,Default,
6M32W77QE04,Wireless Security Camera , TechElite,70527008-1, Black,2867.64,Default,
8DH9VN0XG54,Portable Power Bank , TechElite,70527008-1, Black,1746.55,Default,
5DM0JQ4WC42,Smart Mirror , TechElite,70527008-1, Gray,4033.46,Default,
6J05DK5NE29,Portable CD Player , TechElite,70527008-1, Black,2221.48,Default,
7ED7KU1ME13,Wireless Charging Stand , TechElite,70527008-1, Black,302.57,Default,
5XA1DC9TW91,Smart Alarm Clock , TechElite,70527008-1, White,1076.27,Default,
2WM3HU0UT28,Wearable Camera , TechElite,70527008-1, Black,3557.22,Default,
6QJ3F13UM57,Smart Ring , TechElite,70527008-1, Black,4582.8,Default,
3EC9EY7UV30,Smart Garden System , TechElite,70527008-1, Green,1089.53,Default,
6FU9YR4DJ53,Smart Weather Station , TechElite,70527008-1, White,1425.17,Default,
2TF3VW5FK41,Smart Glasses , TechElite,70527008-1, Black,1341.69,Default,
4D17HD6QN38,Wireless Barcode Scanner , TechElite,70527008-1, Gray,1128.45,Default,
5K13H42VN39,Smart Kitchen Scale , TechElite,70527008-1, White,2564.18,Default,
7X87WQ9RU79,Smart Umbrella , TechElite,70527008-1, Black,4389.56,Default,
1H21FD5EM23,Bluetooth Speaker , NovaTech,70527008-1, Black,4519.85,Default,
2KY4N56FK00,Gaming Console , NovaTech,70527008-1, Black,3846.58,Default,
6AM0UD3GR27,Gaming Mouse , NovaTech,70527008-1, Black,2265.9,Default,
4CW5UP7QD44,Gaming Headset , NovaTech,70527008-1, Black,1907.41,Default,
8J59JK0QT54,Gaming Monitor , NovaTech,70527008-1, Black,2367.51,Default,
1MG5J33DQ09,Gaming Controller , NovaTech,70527008-1, Black,78.92,Default,
1EF1H46JK87,Handheld Gaming Console , NovaTech,70527008-1, Black,104.3,Default,
5TJ3EK4JJ51,Smart Doorbell , FutureTech,70527008-1, Black,174.12,Default,
8XE6XV0DA95,Streaming Device , FutureTech,70527008-1, Black,184.98,Default,
8TH3C50HX71,Virtual Reality Headset , FutureTech,70527008-1, Black,260.59,Default,
7CM8R02MK19,Smart Ceiling Fan , FutureTech,70527008-1, White,228.4,Default,
8M50VW1UR07,Smart Coffee Maker , FutureTech,70527008-1, Black,169.56,Default,
5DR3M03AF23,Smart Water Bottle , FutureTech,70527008-1, Gray,109.38,Default,
7DR8XM6HT35,Smart Picture Frame , FutureTech,70527008-1, Black,6.86,Default,
2CP1RC9KY88,Smart Lock , FutureTech,70527008-1, Gray,116.92,Default,
6YD5PR4MN09,Smart Backpack , FutureTech,70527008-1, Black,120.62,Default,
1W11XF2TG62,Smart Pet Feeder , FutureTech,70527008-1, White,46.18,Default,
6W53XX0VH98,Smart Wristband , FutureTech,70527008-1, Black,312.64,Default,
